10.109.99.75,20/Oct/2012:06:37:57+0000,Episode%2B7_%2BA%2BShocking%2BOccurrence.mp3,-,24391117,E67717521843DFB8
184.97.132.8,16/Oct/2012:14:17:55+0000,DO-001.mp3,105594,25683092,8B4554F631971578
184.97.132.8,16/Oct/2012:14:17:55+0000,DO-001.mp3,86770,25683092,C6997D89F7F5DDA1
184.97.132.8,16/Oct/2012:14:17:56+0000,DO-001.mp3,237197,25683092,80F2D2244BA758AB
184.97.132.8,16/Oct/2012:14:17:57+0000,DO-001.mp3,62155,25683092,DE5C8FD5BB02D323
184.97.132.8,16/Oct/2012:14:17:57+0000,DO-001.mp3,63602,25683092,C05A97C447D0A162
184.97.132.8,16/Oct/2012:14:17:58+0000,DO-001.mp3,63657,25683092,E61C5079F309B9ED
184.97.132.8,16/Oct/2012:14:17:59+0000,DO-001.mp3,72345,25683092,D8D2893C7615D4E3
184.97.132.8,16/Oct/2012:14:18:00+0000,DO-001.mp3,600818,25683092,5908B21E9DA2995C
184.97.132.8,16/Oct/2012:14:18:00+0000,DO-001.mp3,69449,25683092,037AF5CBCF790D9F
184.97.132.8,16/Oct/2012:14:18:01+0000,DO-001.mp3,66553,25683092,95B2CA22C2A193AE
184.97.132.8,16/Oct/2012:14:18:02+0000,DO-001.mp3,105594,25683092,57CB29629ABD94FD
184.97.132.8,16/Oct/2012:14:18:02+0000,DO-001.mp3,121467,25683092,9BCAF220E2F72B4D
184.97.132.8,16/Oct/2012:14:18:03+0000,DO-001.mp3,101250,25683092,322B3334C8A9899F
184.97.132.8,16/Oct/2012:14:18:03+0000,DO-001.mp3,120074,25683092,C08C4B5419FE1D82
184.97.132.8,16/Oct/2012:14:18:04+0000,DO-001.mp3,102753,25683092,72BF88549A3333A4
184.97.132.8,16/Oct/2012:14:18:05+0000,DO-001.mp3,69449,25683092,3439CCCC8F7EAA16
184.97.132.8,16/Oct/2012:14:18:05+0000,DO-001.mp3,72290,25683092,8715B2BB3F5C19C6
184.97.132.8,16/Oct/2012:14:18:06+0000,DO-001.mp3,63657,25683092,18D98CE192EB4C2E
184.97.132.8,16/Oct/2012:14:18:07+0000,DO-001.mp3,106438,25683092,8BB244B136838EE8
184.97.132.8,16/Oct/2012:14:18:07+0000,DO-001.mp3,65105,25683092,C8E3FC39CD44FBAF
184.97.132.8,16/Oct/2012:14:18:08+0000,DO-001.mp3,251732,25683092,86FE34F260AB2CBE
184.97.132.8,16/Oct/2012:14:18:09+0000,DO-001.mp3,62209,25683092,1107EF77F81109B5
184.97.132.8,16/Oct/2012:14:18:09+0000,DO-001.mp3,81033,25683092,1FDC7331D26B0988
184.97.132.8,16/Oct/2012:14:18:10+0000,DO-001.mp3,108545,25683092,2B29FCB22AEF931A
184.97.132.8,16/Oct/2012:14:18:11+0000,DO-001.mp3,104201,25683092,B7F066A3CB98329B
184.97.132.8,16/Oct/2012:14:18:11+0000,DO-001.mp3,106291,25683092,7DAD1F2C667C4E1B
184.97.132.8,16/Oct/2012:14:18:12+0000,DO-001.mp3,78137,25683092,1F48B66C6B4F7549
184.97.132.8,16/Oct/2012:14:18:13+0000,DO-001.mp3,65105,25683092,A92C8A6844FE608F
184.97.132.8,16/Oct/2012:14:18:14+0000,DO-001.mp3,62209,25683092,86E820FEF990B018
184.97.132.8,16/Oct/2012:14:18:14+0000,DO-001.mp3,86825,25683092,B6DE2759DD275B82
184.97.132.8,16/Oct/2012:14:18:15+0000,DO-001.mp3,72345,25683092,2ECB049357C4BEAF
184.97.132.8,16/Oct/2012:14:18:16+0000,DO-001.mp3,40489,25683092,9DAC8E899DB36903
184.97.132.8,16/Oct/2012:14:18:16+0000,DO-001.mp3,89611,25683092,8B7FD667BB3CC68C
184.97.132.8,16/Oct/2012:14:18:17+0000,DO-001.mp3,104146,25683092,B24CFF301B7B5B20
184.97.132.8,16/Oct/2012:14:18:18+0000,DO-001.mp3,44888,25683092,52B8DEC713B199D4
184.97.132.8,16/Oct/2012:14:18:19+0000,DO-001.mp3,1069862,25683092,A7F98F3FAB1D888D
184.97.132.8,16/Oct/2012:14:18:19+0000,DO-001.mp3,69449,25683092,59C8A904F8C01F9E
184.97.132.8,16/Oct/2012:14:18:20+0000,DO-001.mp3,105594,25683092,B6FB812099EF2E8F
184.97.132.8,16/Oct/2012:14:18:20+0000,DO-001.mp3,65105,25683092,D3658991894E9B51
184.97.132.8,16/Oct/2012:14:18:21+0000,DO-001.mp3,54914,25683092,1727365726074657
184.97.132.8,16/Oct/2012:14:18:22+0000,DO-001.mp3,1023791,25683092,EF628BD4F279EB87
184.97.132.8,16/Oct/2012:14:18:22+0000,DO-001.mp3,63657,25683092,30A3A9BEF92ADC16
184.97.132.8,16/Oct/2012:14:18:24+0000,DO-001.mp3,718202,25683092,F28970B1D0813B22
184.97.132.8,16/Oct/2012:14:18:25+0000,DO-001.mp3,131072,25683092,3E2DE0CCE935DEC2
184.97.132.8,16/Oct/2012:14:18:26+0000,DO-001.mp3,105594,25683092,C2943668E8AE16BC
184.97.132.8,16/Oct/2012:14:18:26+0000,DO-001.mp3,65105,25683092,E1E1AE73A202E947
184.97.132.8,16/Oct/2012:14:18:27+0000,DO-001.mp3,86716,25683092,B270E6FBD67CDC97
184.97.132.8,16/Oct/2012:14:18:28+0000,DO-001.mp3,47784,25683092,AEA2203BBAB93FDE
184.97.132.8,16/Oct/2012:14:18:28+0000,DO-001.mp3,72345,25683092,7E53E074E47FC5A9
184.97.132.8,16/Oct/2012:14:18:29+0000,DO-001.mp3,1531610,25683092,39FBA1AA08258D17
184.97.132.8,16/Oct/2012:14:18:30+0000,DO-001.mp3,40434,25683092,73F115B6841E658B
184.97.132.8,16/Oct/2012:14:18:31+0000,DO-001.mp3,63657,25683092,38BC3E07D572920C
184.97.132.8,16/Oct/2012:14:18:32+0000,DO-001.mp3,63657,25683092,6E7CE804BFC33A87
184.97.132.8,16/Oct/2012:14:18:32+0000,DO-001.mp3,89611,25683092,C97C083C165864D2
184.97.132.8,16/Oct/2012:14:18:33+0000,DO-001.mp3,383390,25683092,72BEAE3FA70CFBA1
184.97.132.8,16/Oct/2012:14:18:34+0000,DO-001.mp3,138898,25683092,15892201B98185AB
184.97.132.8,16/Oct/2012:14:18:35+0000,DO-001.mp3,56362,25683092,D1D3B6A3A7933A23
184.97.132.8,16/Oct/2012:14:18:35+0000,DO-001.mp3,60761,25683092,789D8F7875F5D70E
184.97.132.8,16/Oct/2012:14:18:36+0000,DO-001.mp3,66553,25683092,C405F1D8C56F7BB3
184.97.132.8,16/Oct/2012:14:18:37+0000,DO-001.mp3,72236,25683092,2D1AC0DBF7C1856D
184.97.132.8,16/Oct/2012:14:18:38+0000,DO-001.mp3,138898,25683092,0A1BC4AEBD0C67D7
184.97.132.8,16/Oct/2012:14:18:39+0000,DO-001.mp3,2071645,25683092,92998AAF91D7BF78
184.97.132.8,16/Oct/2012:14:18:39+0000,DO-001.mp3,4849426,25683092,4EF695AA9108E7E5
184.97.132.8,16/Oct/2012:14:18:41+0000,DO-001.mp3,39041,25683092,D3E10CB5AFBA71D1
184.97.132.8,16/Oct/2012:14:18:42+0000,DO-001.mp3,138898,25683092,07A31EE1177AC3C8
184.97.132.8,16/Oct/2012:14:18:43+0000,DO-001.mp3,146138,25683092,F353B2CBAF6CE07E
184.97.132.8,16/Oct/2012:14:18:44+0000,DO-001.mp3,112779,25683092,3C9E631F98FDD4DB
184.97.132.8,16/Oct/2012:14:18:44+0000,DO-001.mp3,121467,25683092,9D0B5AF31F01A367
184.97.132.8,16/Oct/2012:14:18:45+0000,DO-001.mp3,63657,25683092,8E6966748EFB3C54
184.97.132.8,16/Oct/2012:14:18:46+0000,DO-001.mp3,103650,25683092,4A59FFF65BCD2D6D
184.97.132.8,16/Oct/2012:14:18:46+0000,DO-001.mp3,130156,25683092,87FA2DCC2FF97005
184.97.132.8,16/Oct/2012:14:18:47+0000,DO-001.mp3,72345,25683092,BD2935CCBD7A880A
184.97.132.8,16/Oct/2012:14:18:48+0000,DO-001.mp3,40489,25683092,88EE2FD7C8206D3B
184.97.132.8,16/Oct/2012:14:18:48+0000,DO-001.mp3,88163,25683092,BC37A21D6EDE02C7
184.97.132.8,16/Oct/2012:14:18:49+0000,DO-001.mp3,71947,25683092,8C76724B3D2F3ECD
184.97.132.8,16/Oct/2012:14:18:50+0000,DO-001.mp3,34752,25683092,B0250A63C33EA5D9
184.97.132.8,16/Oct/2012:14:18:50+0000,DO-001.mp3,37648,25683092,E11CB3588784F010
184.97.132.8,16/Oct/2012:14:18:51+0000,DO-001.mp3,70897,25683092,5FB06180E33E5A1C
184.97.132.8,16/Oct/2012:14:18:52+0000,DO-001.mp3,79585,25683092,2D944DC66552A5A2
184.97.132.8,16/Oct/2012:14:18:53+0000,DO-001.mp3,39041,25683092,1A838380CAA24963
184.97.132.8,16/Oct/2012:14:18:53+0000,DO-001.mp3,63657,25683092,9F6B2CF9F5FABC25
184.97.132.8,16/Oct/2012:14:18:54+0000,DO-001.mp3,37593,25683092,71305D045B579BB8
184.97.132.8,16/Oct/2012:14:18:54+0000,DO-001.mp3,60706,25683092,C9150FFC3A8387E5
184.97.132.8,16/Oct/2012:14:18:55+0000,DO-001.mp3,5445073,25683092,9DF008D6935E2368
184.97.132.8,16/Oct/2012:14:19:00+0000,DO-001.mp3,43385,25683092,A792DCA4DBCEB030
184.97.132.8,16/Oct/2012:14:20:19+0000,DO-005.mp3,-,23449999,5765623B79B313FA
184.97.132.8,16/Oct/2012:14:20:19+0000,DO-005.mp3,72345,23449999,AA007EF00D978F63
184.97.132.8,16/Oct/2012:14:20:20+0000,DO-005.mp3,113725,23449999,EB4904C3733169FA
184.97.132.8,16/Oct/2012:14:20:59+0000,DO-001.mp3,-,25683092,8527E112135FED7D
184.97.132.8,16/Oct/2012:14:20:59+0000,DO-001.mp3,67946,25683092,2AA4FDCF0DF0FE8E
184.97.132.8,16/Oct/2012:14:20:59+0000,DO-005.mp3,-,23449999,84A03FF357CA5CAB
184.97.132.8,16/Oct/2012:14:20:59+0000,DO-005.mp3,63712,23449999,0D89A46F199BFE25
184.97.132.8,16/Oct/2012:14:21:00+0000,DO-005.mp3,105594,23449999,251E8C1E37682FD6
184.97.132.8,16/Oct/2012:14:21:00+0000,DO-005.mp3,105649,23449999,57BB3005F8226FE6
184.97.132.8,16/Oct/2012:14:21:07+0000,DO-001.mp3,-,25683092,0D5DFE342C12CBAA
184.97.132.8,16/Oct/2012:14:21:07+0000,DO-001.mp3,89721,25683092,01676FD620E9F65C
184.97.132.8,16/Oct/2012:14:24:12+0000,DO-005.mp3,-,23449999,A3C2E100451748D3
184.97.132.8,16/Oct/2012:14:24:12+0000,DO-005.mp3,179387,23449999,8CD84496552B9B5C
184.97.132.8,16/Oct/2012:14:24:12+0000,DO-005.mp3,43440,23449999,945F0E49C3068FF7
184.97.132.8,16/Oct/2012:14:24:16+0000,DO-002.mp3,2,31047807,2AF53B2F7E60FEF5
184.97.132.8,16/Oct/2012:14:24:16+0000,DO-002.mp3,55024,31047807,41084EDD3F47A823
184.97.132.8,16/Oct/2012:14:25:52+0000,DO-002.mp3,-,31047807,E1912EBB3211AB7F
184.97.132.8,16/Oct/2012:14:25:53+0000,DO-002.mp3,2,31047807,15741D2C76F50081
184.97.132.8,16/Oct/2012:14:25:54+0000,DO-002.mp3,31047807,31047807,3D466D506E9A50A9
184.97.132.8,16/Oct/2012:14:26:01+0000,DO-003.mp3,-,45230883,0302E182AF7E1D7D
184.97.132.8,16/Oct/2012:14:26:03+0000,DO-004.mp3,-,40318243,954E9AC8419E62B0
184.97.132.8,16/Oct/2012:14:26:04+0000,DO-005.mp3,-,23449999,2672D0A6818A626C
184.97.132.8,16/Oct/2012:14:26:04+0000,DO-006.mp3,-,30293504,2B8004224FD98184
184.97.132.8,16/Oct/2012:14:26:59+0000,DO-003.mp3,2,45230883,9CEA8E21F6350A87
184.97.132.8,16/Oct/2012:14:27:00+0000,DO-003.mp3,45230883,45230883,074AF8453F362C12
184.97.132.8,16/Oct/2012:14:27:00+0000,DO-003.mp3,65536,45230883,4C4EA742808CDBD9
184.97.132.8,16/Oct/2012:14:27:40+0000,DO-004.mp3,2,40318243,D546BB0274BD91C6
184.97.132.8,16/Oct/2012:14:27:41+0000,DO-004.mp3,40318243,40318243,778C99CF49673970
184.97.132.8,16/Oct/2012:14:28:17+0000,DO-005.mp3,2,23449999,C05FBC058243FFA9
184.97.132.8,16/Oct/2012:14:28:17+0000,DO-005.mp3,23449999,23449999,2B3CE886049799DB
184.97.132.8,16/Oct/2012:14:28:38+0000,DO-006.mp3,2,30293504,5711276463B46988
184.97.132.8,16/Oct/2012:14:28:39+0000,DO-006.mp3,30293504,30293504,4C1B177822EC9CB9
184.97.132.8,16/Oct/2012:19:16:06+0000,DO-002.mp3,-,31047807,BDA7C58B6FE3073D
184.97.132.8,16/Oct/2012:19:16:06+0000,DO-002.mp3,72290,31047807,09478E914C88E67E
184.97.132.8,17/Oct/2012:23:35:21+0000,DO-002.mp3,2,31047807,B1437C2126467229
184.97.132.8,17/Oct/2012:23:35:21+0000,DO-002.mp3,89721,31047807,71FF5A5A2004A764
184.97.132.8,19/Oct/2012:20:15:06+0000,DO-001.mp3,2,25683092,975853E0A65A0E98
184.97.132.8,19/Oct/2012:20:15:07+0000,DO-001.mp3,130265,25683092,3BA7617D0E7BFF3B
198.228.204.243,14/Oct/2012:18:37:18+0000,TWHC-008.mp3,2,46977263,36771FA457BC89C5
198.228.204.243,14/Oct/2012:18:37:18+0000,TWHC-008.mp3,2,46977263,A5F1BC0688BCF480
198.228.204.243,14/Oct/2012:18:37:18+0000,TWHC-008.mp3,43440,46977263,00994D13959DB01F
198.228.204.243,14/Oct/2012:18:37:18+0000,TWHC-008.mp3,48867,46977263,D69130FFB4D083B6
198.228.214.217,19/Oct/2012:04:06:35+0000,DO-005.mp3,2,23449999,85912A04FBA79010
198.228.214.217,19/Oct/2012:04:06:36+0000,DO-005.mp3,5105319,23449999,E39168C550794B25
208.87.61.108,13/Oct/2012:22:54:07+0000,TWHC-008.mp3,11753140,46977263,267EC668E24B9879
209.118.108.165,15/Oct/2012:13:23:31+0000,DO-006.mp3,30293504,30293504,DE19562011AA191D
209.221.49.125,18/Oct/2012:15:16:56+0000,TWHC-008.mp3,2,46977263,CD1E1B0DBC1FA7DD
209.221.49.125,18/Oct/2012:15:16:57+0000,TWHC-008.mp3,3593424,46977263,52E7FA548F378FF7
209.221.49.125,18/Oct/2012:15:16:59+0000,TWHC-008.mp3,46977263,46977263,AFCBAF7D2A24F636
216.165.251.166,14/Oct/2012:15:28:19+0000,DO-006.mp3,-,30293504,AC76FE2DFF28A0BD
216.165.251.166,14/Oct/2012:15:28:19+0000,DO-006.mp3,2,30293504,0C1498D31E763FDC
216.165.251.166,14/Oct/2012:15:28:20+0000,DO-006.mp3,8084317,30293504,92C7F47E8723024C
216.165.251.166,14/Oct/2012:16:12:49+0000,DO-006.mp3,2,30293504,762327185B35033C
216.165.251.166,14/Oct/2012:16:12:50+0000,DO-006.mp3,30293504,30293504,DA9453BFEE7307F9
24.72.92.73,20/Oct/2012:19:06:17+0000,DO-006.mp3,2,30293504,45ACDFC387F6CEAC
24.72.92.73,20/Oct/2012:19:06:19+0000,DO-006.mp3,1036407,30293504,4B8A6C7C70BA54B1
24.72.92.73,20/Oct/2012:19:06:19+0000,DO-006.mp3,95513,30293504,8CE7E3ADC9BC17ED
24.72.92.73,20/Oct/2012:19:06:21+0000,DO-006.mp3,-,30293504,846EA0B01CF2A03A
24.72.92.73,20/Oct/2012:19:06:21+0000,DO-006.mp3,4759055,30293504,521B0D0C8DE608E9
24.72.92.73,20/Oct/2012:19:06:24+0000,DO-006.mp3,2,30293504,87E796BD6B399937
24.72.92.73,20/Oct/2012:19:06:24+0000,DO-006.mp3,2284337,30293504,0A982EB77EFF9A28
24.72.92.73,20/Oct/2012:19:06:25+0000,DO-006.mp3,2567140,30293504,18D92DD4E9AAC2DB
24.72.92.73,20/Oct/2012:19:06:25+0000,DO-006.mp3,30293504,30293504,D5C45656D325C862
24.72.92.73,20/Oct/2012:19:06:27+0000,DO-006.mp3,27881067,30293504,5497240968DF7DD3
24.90.74.217,20/Oct/2012:15:49:50+0000,DO-001.mp3,-,25683092,3D92E092BF19B9C1
24.90.74.217,20/Oct/2012:15:49:50+0000,DO-001.mp3,2,25683092,9B6C3281DAE413CB
24.90.74.217,20/Oct/2012:15:49:50+0000,DO-001.mp3,65160,25683092,152BAB0EDD7AAD05
24.90.74.217,20/Oct/2012:15:49:52+0000,DO-001.mp3,25656497,25683092,BD343C4256B5D398
24.90.74.217,20/Oct/2012:17:49:36+0000,DO-001.mp3,6192291,25683092,A36F3E09C07A5EF7
27.253.112.41,20/Oct/2012:12:46:45+0000,DO-004.mp3,3798603,40318243,E249E82456A521CA
27.253.112.41,20/Oct/2012:12:47:18+0000,DO-001.mp3,3721848,25683092,3071A64D6A5DC020
50.148.155.60,20/Oct/2012:06:48:33+0000,DO-007.mp3,24391117,24391117,F8F2F23E08D3078A
58.179.193.1,20/Oct/2012:10:00:24+0000,DO-002.mp3,2,31047807,AB9EF513F8DE3FA6
58.179.193.1,20/Oct/2012:10:00:25+0000,DO-002.mp3,-,31047807,5A4CC2E28EF19E9C
58.179.193.1,20/Oct/2012:10:00:25+0000,DO-002.mp3,5110844,31047807,53BF6389A56261F0
58.179.193.1,20/Oct/2012:10:00:25+0000,DO-003.mp3,2,45230883,58DAA2247E245E03
58.179.193.1,20/Oct/2012:10:00:25+0000,DO-003.mp3,5065956,45230883,44754D7BE47FC6D5
58.179.193.1,20/Oct/2012:10:00:27+0000,DO-003.mp3,5100908,45230883,633CB09F41062A4F
58.179.193.1,20/Oct/2012:10:00:28+0000,DO-002.mp3,8138023,31047807,F736D0C802265583
58.179.193.1,20/Oct/2012:10:00:28+0000,DO-003.mp3,8133416,45230883,8171C779A47213D3
58.179.193.1,20/Oct/2012:10:00:33+0000,DO-002.mp3,-,31047807,58B1FB2ECFE035A7
58.179.193.1,20/Oct/2012:10:01:04+0000,DO-002.mp3,2,31047807,73EFD17849C9E9B5
58.179.193.1,20/Oct/2012:10:01:05+0000,DO-002.mp3,31047807,31047807,4CD7FEC7817805FC
61.171.42.196,20/Oct/2012:14:11:40+0000,DO-007.mp3,2,24391117,08A6F0501CB3B6FC
61.171.42.196,20/Oct/2012:14:11:41+0000,DO-007.mp3,2168228,24391117,80D83DF70B0E79FA
61.171.42.196,20/Oct/2012:14:11:44+0000,DO-007.mp3,3024414,24391117,C34E99F7CCC40859
61.171.42.196,20/Oct/2012:14:11:47+0000,DO-007.mp3,3543973,24391117,009112B457C7E2D4
66.108.141.204,20/Oct/2012:14:08:54+0000,DO-007.mp3,-,24391117,06CABE8AFFB6461F
66.108.141.204,20/Oct/2012:14:08:54+0000,DO-007.mp3,2,24391117,CB6F345806C50CD7
66.108.141.204,20/Oct/2012:14:08:55+0000,DO-007.mp3,179333,24391117,BF3E11E26C1A3A36
66.108.141.204,20/Oct/2012:14:08:55+0000,DO-007.mp3,63712,24391117,090AFC62609B2BC2
66.108.141.204,20/Oct/2012:14:08:56+0000,DO-007.mp3,863809,24391117,F714660D1EE7A9B4
66.108.141.204,20/Oct/2012:14:08:57+0000,DO-007.mp3,2,24391117,3941FDDB564208E9
66.108.141.204,20/Oct/2012:14:08:58+0000,DO-007.mp3,2086140,24391117,F800A96BA3B35E2C
66.108.141.204,20/Oct/2012:14:08:59+0000,DO-007.mp3,4192431,24391117,A13DC06E4592167D
66.108.141.204,20/Oct/2012:14:08:59+0000,DO-007.mp3,65105,24391117,21D4CA8B17C93549
66.168.26.124,14/Oct/2012:02:24:21+0000,DO-001.mp3,6101083,25683092,0C284E66F84EA75B
66.168.26.124,14/Oct/2012:02:34:49+0000,DO-001.mp3,3798133,25683092,3EA8CC3AD65F20BA
66.168.26.124,14/Oct/2012:02:43:21+0000,DO-001.mp3,48574,25683092,DCAD55DDBBE12E39
66.168.26.124,14/Oct/2012:02:43:22+0000,DO-001.mp3,22398060,25683092,C90B8913791561A6
66.168.26.124,14/Oct/2012:03:52:28+0000,DO-002.mp3,40544,31047807,D87CFEE8DDE7C502
66.168.26.124,14/Oct/2012:03:52:29+0000,DO-002.mp3,7099869,31047807,5B110E862483AADD
66.168.26.124,14/Oct/2012:16:55:25+0000,DO-002.mp3,1,31047807,3DEB06269FA98675
66.168.26.124,14/Oct/2012:16:55:25+0000,DO-002.mp3,23113,31047807,F88670C999C89256
66.168.26.124,14/Oct/2012:16:55:25+0000,DO-002.mp3,3678108,31047807,3F6805ECBD6524F7
66.168.26.124,14/Oct/2012:17:05:00+0000,DO-002.mp3,1,31047807,4D9C4738C162F9DF
66.168.26.124,14/Oct/2012:17:05:00+0000,DO-002.mp3,31856,31047807,1A191AFFAAA05216
66.168.26.124,14/Oct/2012:17:05:00+0000,DO-002.mp3,3735319,31047807,F035BBF73F52386B
66.168.26.124,14/Oct/2012:17:05:04+0000,DO-002.mp3,3854727,31047807,69D3F2485E4EB8F5
66.168.26.124,14/Oct/2012:17:05:13+0000,DO-002.mp3,5957912,31047807,CB11BD1CFA1FE904
66.168.26.124,14/Oct/2012:22:02:32+0000,DO-002.mp3,18852557,31047807,B3447B751F366FF8
66.168.26.124,14/Oct/2012:22:02:44+0000,DO-002.mp3,1,31047807,521BE906392C40E1
66.168.26.124,14/Oct/2012:22:02:44+0000,DO-002.mp3,30408,31047807,2CE6A8F5A084187B
66.168.26.124,14/Oct/2012:22:02:44+0000,DO-002.mp3,3831924,31047807,16D72A11082EB8ED
66.168.26.124,14/Oct/2012:22:03:07+0000,DO-002.mp3,6601752,31047807,D4AD1FB3052A3E71
66.168.26.124,14/Oct/2012:22:09:04+0000,DO-002.mp3,1,31047807,E448EFA948BF8893
